업소명,업종,업태,도로명주소
강산에,일반음식점,한식,강원특별자치도 정선군 신동읍 함백로 52
갤러리푸드,일반음식점,한식,강원특별자치도 정선군 정선읍 어천길 20
갤럭시식당,일반음식점,한식,강원특별자치도 정선군 북평면 졸드루길 59
거기,일반음식점,한식,강원특별자치도 정선군 고한읍 고한9길 20
거목한방순대국,일반음식점,한식,강원특별자치도 정선군 남면 도원2길 10
경북닭집,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 17-8
경상도n전라도 밥상,일반음식점,한식,강원특별자치도 정선군 사북읍 지장천로 647
계절메시 808,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 111-1
고한로 191,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 191(1동 102호)
고향식당 해물찜,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양5길 24
고향한우촌,일반음식점,한식,강원특별자치도 정선군 사북읍 파랑새길 13-5
곤드레 딱주기,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양7길 42
곤드레산나물밥집,일반음식점,한식,강원특별자치도 정선군 남면 강원남로 4585-1
곤드레추어탕전문점,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 21-8
골목식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한2길 53
공간,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1343(2층)
광대곡통나무집,일반음식점,한식,강원특별자치도 정선군 화암면 광대곡길 22
광부 어시장 18번가,일반음식점,한식,강원특별자치도 정선군 고한읍 고한2길 43
광부도시락,일반음식점,한식,강원특별자치도 정선군 사북읍 소금강로 3650-1(2층)
광장식당,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송8길 57
광하아리랑가든휴게소,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 582
구미정,일반음식점,한식,강원특별자치도 정선군 정선읍 용담길 91
국일관,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양7길 17
군간나루,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 53-1(1층)
그린호떡,일반음식점,분식,강원특별자치도 정선군 사북읍 사북중앙로 17-3
금광식당,일반음식점,한식,강원특별자치도 정선군 화암면 소금강로 1564(시골마을산나물영농조합법인)
금마루 식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한2길 9
금메달식당,일반음식점,한식,강원특별자치도 정선군 북평면 북평7길 38-4
금오식당,일반음식점,한식,강원특별자치도 정선군 임계면 백두대간로 300
길목식당,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4517
김가네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-6
김밥나라,일반음식점,분식,강원특별자치도 정선군 고한읍 고한5길 5
김밥집,일반음식점,한식,강원특별자치도 정선군 남면 무릉4로 35(1층)
김밥천국 사북강원랜드점,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 68-1
꼬들구이,일반음식점,한식,강원특별자치도 정선군 고한읍 고한4길 34
꿀잠카페,일반음식점,한식,강원특별자치도 정선군 고한읍 지장천로 865
나은이네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-11
낙원식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한6길 18
남경식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 35(2층)
남면식당,일반음식점,한식,강원특별자치도 정선군 남면 칠현로 94
남촌숯불구이,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 85(1층)
내미굽이,일반음식점,한식,강원특별자치도 정선군 북평면 오대천로 560
너라면나김밥,일반음식점,한식,강원특별자치도 정선군 고한읍 고한5길 18
네네치킨,일반음식점,분식,강원특별자치도 정선군 정선읍 봉양6길 28(2층)
노나무재황토펜션식당,일반음식점,한식,강원특별자치도 정선군 사북읍 노나무재옛길 56
노추산길목식당·펜션,일반음식점,한식,강원특별자치도 정선군 여량면 노추산로 751
녹색산림문화관,일반음식점,한식,강원특별자치도 정선군 임계면 화천동길 63-4
놀부보쌈,일반음식점,한식,강원특별자치도 정선군 고한읍 하이원길 265-1(밸리콘도 빌리지센터 2층)
느릅나무가든,일반음식점,한식,강원특별자치도 정선군 임계면 서답바위길 56
다락식당,일반음식점,한식,강원특별자치도 정선군 여량면 노추산로 842
다래골식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 23-5
다래분식,일반음식점,분식,강원특별자치도 정선군 고한읍 고한4길 34
다올 구이&쌈,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송3길 9
다옴,일반음식점,한식,강원특별자치도 정선군 남면 강원남로 4995
다진네 집밥,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송6길 35
단골식당,일반음식점,분식,강원특별자치도 정선군 정선읍 5일장길 33-21
단임길,일반음식점,분식,강원특별자치도 정선군 정선읍 5일장길 38-4
대구막창,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송1길 17(1층)
대단한 돈까스 고한사북점,일반음식점,분식,강원특별자치도 정선군 고한읍 고한2길 42
대박밥상,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 113
대박집,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 77(1층)
대박집식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 37-5
대성족발,일반음식점,한식,강원특별자치도 정선군 신동읍 함백로 93
대숲마을,일반음식점,한식,강원특별자치도 정선군 고한읍 함백산로 1675
대영한우실비,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 8-1(1층)
대운식당,일반음식점,한식,강원특별자치도 정선군 여량면 노추산로 775
대원식당,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4557
대흥식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 37-9
더(THE)젊은족발,일반음식점,분식,강원특별자치도 정선군 사북읍 파랑새길 28(106호)
덕궁쭈꾸미삼겹살,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 58(리원빌딩 1층)
덕운가든,일반음식점,한식,강원특별자치도 정선군 신동읍 예미1길 44(1층)
도담도담,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송2길 5
도도한돼지,일반음식점,한식,강원특별자치도 정선군 사북읍 사북2길 38
도봉산갈비 역전점,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송4길 58
도봉산갈비정선점,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양5길 11
돈나라우나라,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 6-2
돈돼지숯불구이,일반음식점,한식,강원특별자치도 정선군 북평면 북평6길 12(1층)
돌다리식당,일반음식점,한식,강원특별자치도 정선군 정선읍 돌다리길 11
돌담집,일반음식점,한식,강원특별자치도 정선군 남면 강원남로 5266
돌배나무집,일반음식점,한식,강원특별자치도 정선군 화암면 소금강로 2721
동광식당,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송1길 27
동남식당,일반음식점,한식,강원특별자치도 정선군 남면 자미원길 2
동면집,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 33-5
동박골식당,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1314
동원식당,일반음식점,한식,강원특별자치도 정선군 화암면 소금강로 1133
동해동태찜전문점,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1366
동행 경양식,일반음식점,한식,강원특별자치도 정선군 고한읍 고한3길 78-8(1층)
동호식당,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1360
돼지식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한5길 24
두꺼비식당 보쓰짬뽕,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 22(106호)
두마리찜닭 두찜 강원정선점,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양7길 48-1
두마리찜닭 두찜 사북고한점,일반음식점,한식,강원특별자치도 정선군 사북읍 파랑새길 20(109호 사북선명 오피스텔)
두위봉한우식당,일반음식점,한식,강원특별자치도 정선군 신동읍 함백로 334
디딤돌,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 16
딸 부잣집,일반음식점,한식,강원특별자치도 정선군 고한읍 고한4길 24(1층)
딸부잣집,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5927-5
떼꾼,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 38-8(나동 4호)
또또해장국,일반음식점,한식,강원특별자치도 정선군 사북읍 사북3길 21-9
또래오래,일반음식점,한식,강원특별자치도 정선군 신동읍 의림로 274-1
또봉이통닭,일반음식점,한식,강원특별자치도 정선군 사북읍 사북4길 1
똘이식당,일반음식점,분식,강원특별자치도 정선군 고한읍 고한5길 8(1층)
뚝배기식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한5길 26-2
뚱딴지,일반음식점,한식,강원특별자치도 정선군 정선읍 용담길 101
뜰,일반음식점,한식,강원특별자치도 정선군 여량면 서동로 2927-1(1층)
뜸들이다,일반음식점,한식,강원특별자치도 정선군 사북읍 하이원길 202(하이캐슬콘도)
라선옥,일반음식점,한식,강원특별자치도 정선군 북평면 북평중앙로 64-11
마이애미정선 호텔 식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 45
마카오,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 57
마카와요,일반음식점,분식,강원특별자치도 정선군 여량면 서동로 2920
마포구이,일반음식점,한식,강원특별자치도 정선군 고한읍 고한5길 5-2(1층)
만나식당,일반음식점,한식,강원특별자치도 정선군 남면 도원2길 16
만리장성,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 11(2층)
만항곤드레닭집,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 28-5(1층)
만항식당,일반음식점,한식,강원특별자치도 정선군 고한읍 함백산로 1112(1층)
만항할매닭집,일반음식점,한식,강원특별자치도 정선군 고한읍 함백산로 1104
맛,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 27-14
맛나분식,일반음식점,분식,강원특별자치도 정선군 임계면 서동로 4565
맛나야식,일반음식점,한식,강원특별자치도 정선군 사북읍 사북1길 3
맛있네맛있어,일반음식점,분식,강원특별자치도 정선군 북평면 오대천로 631
맛집장금이네,일반음식점,한식,강원특별자치도 정선군 고한읍 고한4길 58-9
맷돌바우집,일반음식점,한식,강원특별자치도 정선군 화암면 소금강로 1143
먹으면 돈돼지,일반음식점,한식,강원특별자치도 정선군 남면 무릉2로 10(1층)
메밀촌막국수,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 79-1
메이플 스토리,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 85(1층)
명가본우동,일반음식점,분식,강원특별자치도 정선군 사북읍 사북리 377-1 (3/)
명바위식당,일반음식점,한식,강원특별자치도 정선군 정선읍 칠현로 1485
명월집 소머리국밥,일반음식점,한식,강원특별자치도 정선군 남면 도원3길 9
모든이식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한5길 6
모마루,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 47
모모분식,일반음식점,한식,강원특별자치도 정선군 임계면 송계5길 6-1
목향,일반음식점,한식,강원특별자치도 정선군 북평면 오대천로 437(1층)
몰운농원식당,일반음식점,한식,강원특별자치도 정선군 화암면 몰운리 240 (2/)
물레방아(백복령쉼터13호),일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-13
물소리바람소리,일반음식점,한식,강원특별자치도 정선군 북평면 오대천로 416
미니식당,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 57-5(1층)
미니식당,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1355-1
미락장어,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송1길 18
미사랑임실치즈피자,일반음식점,한식,강원특별자치도 정선군 고한읍 고한6길 9-18
미소반점,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송1길 15
미소식당,일반음식점,한식,강원특별자치도 정선군 사북읍 소금강로 3497
미쓰돼지,일반음식점,한식,강원특별자치도 정선군 남면 무릉4로 35-4(집현전 모텔 1층)
미옥이네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-9
미차오름,일반음식점,한식,강원특별자치도 정선군 고한읍 고한2길 67(2층)
미향식당,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1342
민둥산 손 칼국수,일반음식점,한식,강원특별자치도 정선군 남면 도원1길 1
민둥산 쉼터식당,일반음식점,한식,강원특별자치도 정선군 남면 민둥산로 424
민둥산한우촌,일반음식점,한식,강원특별자치도 정선군 남면 내자고치길 6
민둥산해돋이가마솥설렁탕,일반음식점,한식,강원특별자치도 정선군 남면 강원남로 5280
민둥산흑돼지,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 113-5
민둥이랑,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 115(1층)
민트바,일반음식점,한식,강원특별자치도 정선군 사북읍 하이원길 265(4층)
밀례원,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4969
바다야,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 22(상영빌딩 101~102호)
바로커치킨,일반음식점,한식,강원특별자치도 정선군 고한읍 고한5길 12
바우골,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양5길 32-1
박가네,일반음식점,분식,강원특별자치도 정선군 정선읍 봉양6길 15
박부자 숯불갈비,일반음식점,한식,강원특별자치도 정선군 신동읍 함백로 313
발칙한 숯닭,일반음식점,한식,강원특별자치도 정선군 북평면 북평6길 24
밥상머리,일반음식점,한식,강원특별자치도 정선군 고한읍 함백산로 1103
밥충이,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 40-1(1층)
방실이네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5927-3
백복령펜션하우스식당,일반음식점,분식,강원특별자치도 정선군 임계면 눈꽃마을길 895
백운식당,일반음식점,한식,강원특별자치도 정선군 남면 무릉2로 19-1
번영식당,일반음식점,한식,강원특별자치도 정선군 북평면 북평3길 58-6(1층)
범바위민물집,일반음식점,한식,강원특별자치도 정선군 사북읍 소금강로 3586-1
베트남쌀국수,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 31-12
병천가마솥순대&수육국밥,일반음식점,한식,강원특별자치도 정선군 신동읍 의림로 297(신동연합의원 1층)
보리산,일반음식점,한식,강원특별자치도 정선군 화암면 소금강로 80-7
보리식당,일반음식점,한식,강원특별자치도 정선군 임계면 송계5길 3(1층)
보리향,일반음식점,한식,강원특별자치도 정선군 북평면 북평7길 41
보문식당,일반음식점,한식,강원특별자치도 정선군 사북읍 소금강로 3658
복주는돼지,일반음식점,한식,강원특별자치도 정선군 사북읍 사북3길 26
본가 신촌설렁탕 하이원리조트점,일반음식점,한식,강원특별자치도 정선군 고한읍 하이원길 500(밸리콘도동 1층)
봉분식,일반음식점,한식,강원특별자치도 정선군 신동읍 조동6길 7-1
봉산부치기,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4558-2
봉우네,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 23-4
봉평산골메밀촌,일반음식점,한식,강원특별자치도 정선군 북평면 와가길 10
부길한 식당,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 112
부원식당,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1334
부흥식당,일반음식점,한식,강원특별자치도 정선군 남면 칠현로 53(1층)
부흥식당,일반음식점,한식,강원특별자치도 정선군 여량면 여량6길 8
북실리 밥집,일반음식점,분식,강원특별자치도 정선군 정선읍 정선로 1225(1층)
불타는 돈돼지,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 3
브레스헨치킨,일반음식점,한식,강원특별자치도 정선군 신동읍 의림로 270
비비큐 정선남면점,일반음식점,한식,강원특별자치도 정선군 남면 별어곡2길 37(101호 수려안아파트 상가)
빠 Star,일반음식점,한식,강원특별자치도 정선군 사북읍 사북2길 10(사북시장 청년몰 403호)
빵고을,일반음식점,분식,강원특별자치도 정선군 임계면 송계5길 6-2(1층)
빵굼터,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 58-1(1층)
뽕나무갈비촌,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 73-1
사계절,일반음식점,한식,강원특별자치도 정선군 여량면 아우라지길 18
사랑채,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 56(1층)
사북골 해장국,일반음식점,한식,강원특별자치도 정선군 고한읍 지장천로 853
사북염소탕,일반음식점,한식,강원특별자치도 정선군 사북읍 소금강로 3586-3
사북짜글이,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 40
사북한우고기집,일반음식점,한식,강원특별자치도 정선군 사북읍 사북1길 35(1층)
사북황기소곱창,일반음식점,한식,강원특별자치도 정선군 사북읍 사북3길 21-7
사통팔달,일반음식점,한식,강원특별자치도 정선군 임계면 송계5길 16-1
산골닭집,일반음식점,한식,강원특별자치도 정선군 고한읍 함백산로 1106
산골집,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 31-7(1층)
산골향기,일반음식점,한식,강원특별자치도 정선군 남면 강원남로 5236
산능이 본가,일반음식점,한식,강원특별자치도 정선군 사북읍 소금강로 3612
산따라길따라,일반음식점,한식,강원특별자치도 정선군 남면 자미원길 378-17(1층)
산마실,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1368(2층)
산수촌,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4680
삼거리명품한우,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 7
삼거리숯불왕갈비,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 8
삼거리쉼터,일반음식점,한식,강원특별자치도 정선군 여량면 노추산로 845
삼거리식당,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 7-1
샘뜰맛집,일반음식점,한식,강원특별자치도 정선군 남면 광락로 148
샘물토종닭집,일반음식점,한식,강원특별자치도 정선군 고한읍 고한3길 66
서동로2928,일반음식점,한식,강원특별자치도 정선군 여량면 서동로 2928
서미타스라운지,일반음식점,한식,강원특별자치도 정선군 사북읍 하이원길 265(5층)
서산맛집,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 30
서울식당,일반음식점,한식,강원특별자치도 정선군 임계면 송계2길 10
석탄회관,일반음식점,한식,강원특별자치도 정선군 사북읍 사북1길 39
설악명품추어탕,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 80
성다식당,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송1길 24
성원식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 27-2
성원식당,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4565
성원식당 2호점,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 27-3
소문난맛집,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 23
소문난집,일반음식점,한식,강원특별자치도 정선군 신동읍 의림로 279
소잡는고을,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 11-1
속초식당,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 84
속초알곤이 칼국수,일반음식점,분식,강원특별자치도 정선군 고한읍 고한5길 13(1층)
솔밭식당,일반음식점,한식,강원특별자치도 정선군 신동읍 천포안길 40
송가네 오리,일반음식점,한식,강원특별자치도 정선군 정선읍 용담길 95
송계정,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4580(1층)
송원,일반음식점,한식,강원특별자치도 정선군 임계면 반천고양로 6(1층)
송이이모네&언니들꽃차,일반음식점,한식,강원특별자치도 정선군 고한읍 고한4길 38-7
수구레 해장국,일반음식점,한식,강원특별자치도 정선군 북평면 서동로 2129
숙암식당,일반음식점,한식,강원특별자치도 정선군 북평면 오대천로 566
숙이네,일반음식점,한식,강원특별자치도 정선군 북평면 북평6길 7-1
숙이네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-3
숙희네,일반음식점,분식,강원특별자치도 정선군 고한읍 고한로 19(1층)
순대마을,일반음식점,한식,강원특별자치도 정선군 고한읍 고한6길 13-6
순희네맛집,일반음식점,한식,강원특별자치도 정선군 사북읍 소금강로 3646-1
숨은밥집,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 54-1
숲속가든,일반음식점,한식,강원특별자치도 정선군 여량면 자개길 129
스마트테이블,일반음식점,한식,강원특별자치도 정선군 사북읍 하이원길 265(외 18필지4층)
스카이 식당,일반음식점,한식,강원특별자치도 정선군 정선읍 이평길 27-9
스타트하우스 1,일반음식점,한식,강원특별자치도 정선군 고한읍 고한리 산 166
스타트하우스 2,일반음식점,한식,강원특별자치도 정선군 고한읍 고한리 산 166
승주식당,일반음식점,한식,강원특별자치도 정선군 화암면 소금강로 1010(1층)
승주식당,일반음식점,한식,강원특별자치도 정선군 남면 남창길 31-4(도로공사현장식당)
시골 가든,일반음식점,한식,강원특별자치도 정선군 임계면 백두대간로 29(1층)
시골가든,일반음식점,한식,강원특별자치도 정선군 북평면 서동로 1856
시골막국수,일반음식점,한식,강원특별자치도 정선군 남면 무릉3로 23
시골밥상,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 67
시골식백반,일반음식점,한식,강원특별자치도 정선군 고한읍 지장천로 856
시골한밥상,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 18
시장국밥,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 17-22(1층)
시장분식고향찐빵,일반음식점,분식,강원특별자치도 정선군 정선읍 5일장길 39(1층)
시장식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 27-6(1층)
시장형제식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 27-4
시크릿 맛의 비밀,일반음식점,한식,강원특별자치도 정선군 고한읍 고한4길 36-1
신동웰빙먹거리사업단,일반음식점,한식,강원특별자치도 정선군 신동읍 예미7길 27
신촌식당,일반음식점,한식,강원특별자치도 정선군 임계면 송계3길 15
심야우동,일반음식점,한식,강원특별자치도 정선군 남면 강원남로 4995(1동 2호)
심야포차태권브이,일반음식점,한식,강원특별자치도 정선군 고한읍 고한2길 56(1층)
싸리골 식당,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1312
쌍둥이네,일반음식점,한식,강원특별자치도 정선군 여량면 여량6길 10(7동)
써니네포차,일반음식점,한식,강원특별자치도 정선군 임계면 송계3길 14
아나리식당,일반음식점,한식,강원특별자치도 정선군 여량면 서동로 2929-1
아라리분식,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 15-36
아라리순대국밥,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 34-6
아라리쉼터,일반음식점,한식,강원특별자치도 정선군 남면 강원남로 4329
아라리식당,일반음식점,한식,강원특별자치도 정선군 북평면 졸드루길 36
아라리촌식당,일반음식점,한식,강원특별자치도 정선군 정선읍 애산로 37(12동)
아라리호텔,일반음식점,한식,강원특별자치도 정선군 여량면 여량4길 3
아라리황기막국수,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송1길 35
아랑맛집,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양6길 30-4
아로마식당,일반음식점,한식,강원특별자치도 정선군 사북읍 직전로 226
아름다운 마을,일반음식점,한식,강원특별자치도 정선군 사북읍 지장천로 645
아리랑 산촌식당,일반음식점,한식,강원특별자치도 정선군 신동읍 매화동길 164
아리랑 주막촌,일반음식점,한식,강원특별자치도 정선군 여량면 아우라지길 69-28
아리랑맛집,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 27-6
아리랑브루어리주식회사,일반음식점,한식,강원특별자치도 정선군 신동읍 예미2길 26-55
아리랑식당,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 58-1
아리랑식당,일반음식점,한식,강원특별자치도 정선군 여량면 여량6길 10(아우라지 주례마을)
아리랑식당,일반음식점,한식,강원특별자치도 정선군 화암면 화암동굴길 12-19
아리랑집,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 39
아리랑회관,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 11-1
아리아리 불향 쭈꾸미,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양7길 19-4(1층)
아리아리 정선골,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1355-1(1층)
아리한우식당,일반음식점,한식,강원특별자치도 정선군 임계면 송계5길 13
아삭,일반음식점,분식,강원특별자치도 정선군 여량면 서동로 2939-3(1층)
아우라지강변펜션식당,일반음식점,한식,강원특별자치도 정선군 여량면 달뜬골길 24
아우라지식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 55(1층)
아우라지식당,일반음식점,한식,강원특별자치도 정선군 여량면 여량리 100-34
아우라지휴게식당,일반음식점,한식,강원특별자치도 정선군 여량면 서동로 2783
아테나 키친,일반음식점,한식,강원특별자치도 정선군 고한읍 고한리 산 1-17 마운틴스키하우스 3층
안동맛집,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 34(대동원빌딩)
안흥찐빵,일반음식점,분식,강원특별자치도 정선군 임계면 서동로 4563
알프스식당,일반음식점,한식,강원특별자치도 정선군 여량면 노추산로 608
앗싸곱창,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양6길 16
야참나라,일반음식점,한식,강원특별자치도 정선군 사북읍 사북3길 14(1층)
약산정,일반음식점,한식,강원특별자치도 정선군 고한읍 함백산로 1673
약수골 막국수,일반음식점,한식,강원특별자치도 정선군 화암면 약수길 1330
양반 물닭갈비,일반음식점,한식,강원특별자치도 정선군 고한읍 고한6길 20(1층)
양지식당,일반음식점,한식,강원특별자치도 정선군 신동읍 함백로 554
양지화로구이,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 26(1층)
억새꽃 맛집,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 115-1(1층)
엄니밥상,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 34
엄마고집,일반음식점,한식,강원특별자치도 정선군 남면 도원2길 12
엄마네,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 32
에바돈가츠정선점,일반음식점,분식,강원특별자치도 정선군 정선읍 5일장길 38-8(가동 106호)
엔젤,일반음식점,한식,강원특별자치도 정선군 남면 민둥산로 175-13
여기가 좋겠네,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 17(1층)
여량식당,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 50
여송정,일반음식점,한식,강원특별자치도 정선군 여량면 서동로 2913
여주쌈밥,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 13(2층)
역전회관,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 75(1층)
연탄구이다원,일반음식점,한식,강원특별자치도 정선군 고한읍 고한4길 32-1
영선이네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-2
영선이네 밥집,일반음식점,한식,강원특별자치도 정선군 신동읍 예미1길 24(1층)
영아네 식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한6길 1(2층)
영월식당,일반음식점,한식,강원특별자치도 정선군 신동읍 새골길 7(1층)
영월치킨센타,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 76-1
영지식당,일반음식점,분식,강원특별자치도 정선군 사북읍 범바위길 20
영희와 철수,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-10
예가낙지마을,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 48-1
예림식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 37-2
예소랑,일반음식점,한식,강원특별자치도 정선군 북평면 북평7길 38-16
옛날그맛집,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 33-7
옛날통닭,일반음식점,분식,강원특별자치도 정선군 사북읍 사북중앙로 17-6
옛살비카페,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 99
오뚜기분식,일반음식점,분식,강원특별자치도 정선군 사북읍 사북중앙로 17-37
오리엔,일반음식점,한식,강원특별자치도 정선군 사북읍 하이원길 265(강원랜드 4층)
